_id,_index_map,households.amenities_present_in_house
24a7489e-245a-4689-bdc2-a2e268c67b31,0.0,Electricity
a3d74c6e-850f-4d97-8f4e-e56431dc4c07,0.0,Electricity
a3d74c6e-850f-4d97-8f4e-e56431dc4c07,0.1,Water Supply
b7cfbb70-145c-4d36-92eb-6edeb98185fd,0.0,Electricity
b7cfbb70-145c-4d36-92eb-6edeb98185fd,0.1,Proper Ventilation
b7cfbb70-145c-4d36-92eb-6edeb98185fd,0.2,Water Supply
33949634-d4f9-427a-bcec-7886b8c86e06,0.0,Kuryente
5be788dd-663e-4b8c-92fd-16fc89a3b476,0.0,Electricity
5be788dd-663e-4b8c-92fd-16fc89a3b476,0.1,Proper Ventilation
5be788dd-663e-4b8c-92fd-16fc89a3b476,0.2,Water Supply
2d963773-59b8-4a50-9164-86c17d34330b,0.0,Electricity
3d595c12-a038-4a20-90c7-3ea6a06a12c2,0.0,Electricity
3d595c12-a038-4a20-90c7-3ea6a06a12c2,0.1,Water Supply
40f64ac0-9d27-442c-9be4-c032d88fa482,0.0,Electricity
40f64ac0-9d27-442c-9be4-c032d88fa482,0.1,Water Supply
ca2a7f39-c7ed-4dc1-97e4-635c6827ad8b,0.0,Electricity
ca2a7f39-c7ed-4dc1-97e4-635c6827ad8b,0.1,Proper Ventilation
ca2a7f39-c7ed-4dc1-97e4-635c6827ad8b,0.2,Water Supply
f74506ec-9df8-4dd9-add4-11083e2f09e9,0.0,Electricity
f74506ec-9df8-4dd9-add4-11083e2f09e9,0.1,Proper Ventilation
f74506ec-9df8-4dd9-add4-11083e2f09e9,0.2,Water Supply
bc9437c7-392d-4999-a063-ae7b6a2acb24,0.0,Kuryente
bc9437c7-392d-4999-a063-ae7b6a2acb24,0.1,Tubig
30f10c24-493b-4251-a2fc-631b47cb7d51,0.0,Electricity
30f10c24-493b-4251-a2fc-631b47cb7d51,0.1,Water Supply
c11c0de4-5a20-4386-86c4-7a6415a4b6cb,0.0,Kuryente
c11c0de4-5a20-4386-86c4-7a6415a4b6cb,0.1,Tubig
9db90e49-454f-47bb-9c41-148e1a79e2c8,0.0,Electricity
e73efc27-f9db-40d5-acc0-f496020673d8,0.0,Electricity
e73efc27-f9db-40d5-acc0-f496020673d8,0.1,Water Supply
be7fd9f9-571e-426a-8f93-007b51f647db,0.0,Tubig
a86fa442-e1d7-4ef4-9e6d-fd262f8fea10,0.0,Kuryente
a86fa442-e1d7-4ef4-9e6d-fd262f8fea10,0.1,Tubig
33e693c8-5d43-4c78-9318-fd62bea2f190,0.0,Kuryente
33e693c8-5d43-4c78-9318-fd62bea2f190,0.1,Tubig
228296f5-298c-4127-ab5d-a1aa5cc7dec9,0.0,Electricity
228296f5-298c-4127-ab5d-a1aa5cc7dec9,0.1,Water Supply
e468173b-8a57-4b6c-af1b-dea7041e4917,0.0,Electricity
e468173b-8a57-4b6c-af1b-dea7041e4917,0.1,Water Supply
f6803be5-eb38-4215-87f5-be5e4ad3a16b,0.0,Electricity
f6803be5-eb38-4215-87f5-be5e4ad3a16b,0.1,Water Supply
6b2063ca-a1d3-4f08-97bc-7cab08674c15,0.0,Electricity
6b2063ca-a1d3-4f08-97bc-7cab08674c15,0.1,Water Supply
592e91e9-f106-4157-a0c9-6b2293047a5e,0.0,Electricity
5d98e525-7f8f-407d-96ba-4861aaa8c58f,0.0,Electricity
19849dce-ea3e-4322-bba9-a1ce3a9068c0,0.0,Electricity
c88d9d76-e661-45b9-a58d-6dd7a5ce3ce2,0.0,Electricity
c88d9d76-e661-45b9-a58d-6dd7a5ce3ce2,0.1,Proper Ventilation
c88d9d76-e661-45b9-a58d-6dd7a5ce3ce2,0.2,Water Supply
6b9dc9a7-6d7b-4946-af8d-86219a0d5ac2,0.0,Electricity
6b9dc9a7-6d7b-4946-af8d-86219a0d5ac2,0.1,Proper Ventilation
6b9dc9a7-6d7b-4946-af8d-86219a0d5ac2,0.2,Water Supply
3197bc61-0aba-4c7e-abe8-c6e6bbac3c77,0.0,Electricity
84300d37-fe61-4673-8aa8-4c9a262145a3,0.0,Electricity
3a4ecf9f-7c9e-498f-ad86-a724f4ceafcc,0.0,Kuryente
3a4ecf9f-7c9e-498f-ad86-a724f4ceafcc,0.1,Tubig
cea3879e-8b52-4b59-a446-8a33bd9cb6f5,0.0,Electricity
c6303fb1-05aa-480d-991f-1b0275b1e04f,0.0,Electricity
c6303fb1-05aa-480d-991f-1b0275b1e04f,0.1,Water Supply
957f06e1-37bf-4f80-8f13-9e5a37027992,0.0,Electricity
957f06e1-37bf-4f80-8f13-9e5a37027992,0.1,Water Supply
d59ebbb1-0df9-49cd-b8e1-8dd66401124f,0.0,Electricity
dc9b9d7d-2636-44ff-86ba-ae4a67c222e5,0.0,Electricity
dc9b9d7d-2636-44ff-86ba-ae4a67c222e5,0.1,Proper Ventilation
dc9b9d7d-2636-44ff-86ba-ae4a67c222e5,0.2,Water Supply
4b2192cc-f60a-472c-b4bc-8fa4ad8b37db,0.0,Electricity
4b2192cc-f60a-472c-b4bc-8fa4ad8b37db,0.1,Water Supply
e287b1d4-f14f-42a2-9abd-f539d0de8e5d,0.0,Kuryente
e287b1d4-f14f-42a2-9abd-f539d0de8e5d,0.1,Proper Ventilation
e287b1d4-f14f-42a2-9abd-f539d0de8e5d,0.2,Tubig
480252b5-1ac8-43c2-a541-f838a0d7db63,0.0,Kuryente
480252b5-1ac8-43c2-a541-f838a0d7db63,0.1,Proper Ventilation
480252b5-1ac8-43c2-a541-f838a0d7db63,0.2,Tubig
b1fb85d5-fd15-4395-a3d7-35180fc452e5,0.0,Electricity
6e05599f-88d6-4467-ae14-c828e6f2e1bc,0.0,Kuryente
6e05599f-88d6-4467-ae14-c828e6f2e1bc,0.1,Tubig
7ae09827-f1c1-4fde-94bd-e3a3bfe5c97b,0.0,Kuryente
7ae09827-f1c1-4fde-94bd-e3a3bfe5c97b,0.1,Tubig
40baacef-2913-4223-b3b1-532e17748bbc,0.0,Electricity
40baacef-2913-4223-b3b1-532e17748bbc,0.1,Proper Ventilation
40baacef-2913-4223-b3b1-532e17748bbc,0.2,Water Supply
da0dcdd6-ed73-41fa-a63f-a3b9b377553b,0.0,Electricity
cacb88c0-d8ea-4ef9-b04f-276faa50aa8d,0.0,Electricity
cacb88c0-d8ea-4ef9-b04f-276faa50aa8d,0.1,Water Supply
18dc53c6-5bad-419d-b693-7d010d1cdade,0.0,Electricity
18dc53c6-5bad-419d-b693-7d010d1cdade,0.1,Water Supply
30258bb6-e7f1-4a53-9650-6bd36db23dc6,0.0,Electricity
30258bb6-e7f1-4a53-9650-6bd36db23dc6,0.1,Water Supply
c9f2d19c-02c3-44f6-97d3-d6d1bce0fca5,0.0,Electricity
c9f2d19c-02c3-44f6-97d3-d6d1bce0fca5,0.1,Water Supply
9b9ec8d5-5407-481d-b130-add1faedbc74,0.0,Electricity
9b9ec8d5-5407-481d-b130-add1faedbc74,0.1,Proper Ventilation
9b9ec8d5-5407-481d-b130-add1faedbc74,0.2,Water Supply
0a5fc999-4f63-4148-ae26-dc52e459e8c5,0.0,Electricity
06f70db8-8227-4c28-ae85-8ca79891c6d5,0.0,Electricity
06f70db8-8227-4c28-ae85-8ca79891c6d5,0.1,Proper Ventilation
06f70db8-8227-4c28-ae85-8ca79891c6d5,0.2,Water Supply
00e9bbf1-c17b-4072-ac53-9aa00d95de56,0.0,Electricity
00e9bbf1-c17b-4072-ac53-9aa00d95de56,0.1,Proper Ventilation
00e9bbf1-c17b-4072-ac53-9aa00d95de56,0.2,Water Supply
673572a1-2965-4201-8008-2f08ff81c442,0.0,Electricity
673572a1-2965-4201-8008-2f08ff81c442,0.1,Water Supply
c3951f3c-5ae7-4db2-88f8-0249ab542c53,0.0,Electricity
c3951f3c-5ae7-4db2-88f8-0249ab542c53,0.1,Water Supply
db1fa905-6dfc-4cff-9f77-89fe7814c351,0.0,Electricity
db1fa905-6dfc-4cff-9f77-89fe7814c351,0.1,Proper Ventilation
db1fa905-6dfc-4cff-9f77-89fe7814c351,0.2,Water Supply
a7982c96-a19c-479f-a933-f951bf0583fb,0.0,Electricity
9b7e33ef-17b1-46e7-8a7f-021457d28920,0.0,Electricity
9cc26bf9-e698-4574-becf-89025f4b1069,0.0,Electricity
a9bd885c-8700-4530-a272-6ca0372243d8,0.0,Electricity
a9bd885c-8700-4530-a272-6ca0372243d8,0.1,Proper Ventilation
a9bd885c-8700-4530-a272-6ca0372243d8,0.2,Water Supply
c398b371-4f0c-4d87-8b9a-9c3f77634000,0.0,Electricity
c398b371-4f0c-4d87-8b9a-9c3f77634000,0.1,Proper Ventilation
c398b371-4f0c-4d87-8b9a-9c3f77634000,0.2,Water Supply
517192da-2c48-4595-82b6-93dcb3d5c725,0.0,Electricity
517192da-2c48-4595-82b6-93dcb3d5c725,0.1,Proper Ventilation
517192da-2c48-4595-82b6-93dcb3d5c725,0.2,Water Supply
b4df55c5-1c3e-4669-9a74-d5faadf229fd,0.0,Electricity
1c1d73a8-61ee-444c-9d67-f9b0475fb794,0.0,Electricity
1c1d73a8-61ee-444c-9d67-f9b0475fb794,0.1,Water Supply
306086dd-90e0-4799-b4b6-1088aa0e8b6c,0.0,Electricity
1d02eb59-fb6b-4d72-b2d9-70c0b437a99a,0.0,Kuryente
1d02eb59-fb6b-4d72-b2d9-70c0b437a99a,0.1,Tubig
c0853685-7b9b-462f-9f02-e0237c2133f5,0.0,Proper Ventilation
61ab57f2-3212-4f16-af37-341bc8fc5e10,0.0,Electricity
61ab57f2-3212-4f16-af37-341bc8fc5e10,0.1,Proper Ventilation
61ab57f2-3212-4f16-af37-341bc8fc5e10,0.2,Water Supply
21c7d8b6-3529-4c91-bde6-e6a5a058e92f,0.0,Electricity
dd704a15-b80a-4e8e-9213-4086e3a5a68f,0.0,Electricity
dd704a15-b80a-4e8e-9213-4086e3a5a68f,0.1,Water Supply
4350351d-aeee-4ab5-b3dd-2aa0ba9a6d33,0.0,Electricity
3e3afbfb-6474-42a7-99a6-71989caaa35f,0.0,Electricity
d5fdda7a-87bd-46bc-8b05-d43a034a12d8,0.0,Electricity
7697f0cd-9dcc-404a-810d-0abdd43cef11,0.0,Kuryente
7697f0cd-9dcc-404a-810d-0abdd43cef11,0.1,Tubig
9927b4d9-1477-4c71-ab61-5f7fdfe0b95f,0.0,Electricity
9927b4d9-1477-4c71-ab61-5f7fdfe0b95f,0.1,Proper Ventilation
9927b4d9-1477-4c71-ab61-5f7fdfe0b95f,0.2,Water Supply
4aa13d35-ef2a-45d4-b0d4-8663a12a4a8d,0.0,Electricity
4aa13d35-ef2a-45d4-b0d4-8663a12a4a8d,0.1,Proper Ventilation
4aa13d35-ef2a-45d4-b0d4-8663a12a4a8d,0.2,Water Supply
68ef4cba-5bdd-4535-9a6d-c767613b859e,0.0,Electricity
68ef4cba-5bdd-4535-9a6d-c767613b859e,0.1,Water Supply
6c364b40-f087-4564-9364-8822b1cdaaa0,0.0,Electricity
6c364b40-f087-4564-9364-8822b1cdaaa0,0.1,Water Supply
