summary,title,type,author,content,date
A list of easy and effective ways to prevent getting dengue.,TECHNIQUES IN PREVENTING DENGUE,information2,putiancuarterocam19@gmail.com,"Dengue is a viral infection spread by mosquitos usually the Aedes aegypti and Aedes albopictus variants. You can prevent dengue with the following techniques:

	•	Use insect repellent.
		Use EPA-registered insect repellents as these are proven safe and effective.
	•	Wear protective clothing.
		Wear loose clothing instead of tight-fitting clothes as mosquitos can bite still bite you. Wear long-sleeved shirts and long pants to cover your skin.
	•	Use a mosquito net.
		When sleeping at night, use a mosquito net to avoid being bitten by mosquitos. It is recommended that you use a mosquito net treated with insecticide.
	•	Control mosquitoes inside your home. 
		Use net screens on your windows and doors to prevent mosquitos getting inside. Check for holes where mosquitoes can enter. Clean and change water in vases and bowls.
	•	Clean your surroundings.
		Spray insecticide outside your home to keep your place mosquito-free. Check for places with stagnant water as mosquitos can lay eggs in these sites. Keep containers covered as well. 


If you experience flu-like symptoms such as fever, severe headaches, loss of appetite, and widespread rash, visit the doctor immediately to check if you have been infected with dengue.",2018-07-10T13:39:52.644Z
HIV is also know as AIDS? HIV can be spread with direct contact? Read on as we break the myths about HIV!,5 MYTHS ABOUT HIV,information2,putiancuarterocam19@gmail.com,"WHAT IS HIV?
HIV, or human immunodeficiency virus, is a virus that weakens the cells in your immune system, thus making you vulnerable to everyday infections and diseases.

BREAKING THE MYTHS ABOUT HIV

Myth #1: HIV is also known as AIDS.
False. while both of these concepts are often seen side by side, AIDS (acquired immune deficiency syndrome) is a life-threatening disease that develops from HIV.

Myth #2: Only gay men can acquire HIV.
No. Women and even children can be infected with the virus depending on how it is transmitted.

Myth #3: You can spread HIV with direct contact such as kissing and hugging.
False. HIV is found in body fluids of an infected person such as semen, vaginal and anal fluids, blood, and breast milk. It cannot be transmitted through sweat, urine and saliva as it does not contain enough of the virus to infect another person.

Myth #4: You can only get HIV through sex. 
No. Aside from sexual intercourse, you can get HIV from the following:
	•	Sharing needles with someone who has the virus
	•	Breastfeeding when the mother has HIV
	•	Sharing sex toys with someone who has HIV
	•	Blood transfusion with someone who is infected with the virus. 

Myth #5: You can acquire HIV from insects and animals.
False. The virus is only transmitted between humans. Getting bitten by an insect will not transfer the virus if the insect has bitten a person with HIV.  ",2018-07-10T13:47:55.328Z
What is pneumonia? And how do I prevent it?,WHAT IS PNEUMONIA?,information2,putiancuarterocam19@gmail.com,"What is pneumonia?
Pneumonia is the swelling of the lungs’ tissues caused by bacteria or viruses.

What are the symptoms?
	•	Coughing, sometimes with blood
	•	Difficulty in breathing
	•	Fever
	•	Loss of appetite
	•	Rapid heartbeat
	•	Sweating and shivering
	•	Chest pain
	•	Headaches
	•	Fatigue
	•	Vomiting
	•	Joint and muscle pain

Who are at risk?
Anyone is at risk of developing pneumonia, but babies, children, and the elderly have an increased risk of developing the said condition. People with a weak immune system and those who smoke are more likely to develop it as well.

How do I prevent it?
	•	Getting enough rest.
		A weakened body will be more likely to be a target of these bacteria and viruses that could later cause pneumonia. It is recommended to get enough sleep and rest to maintain a healthy body.
	•	Drink plenty of fluids.
	•	Take antibiotics.
		Getting the right medication stops or decreases the spread of the infection inside your body.
	•	Follow proper hygiene.
		To avoid the spread of bacteria, it is important to wash your hands especially after touching your nose or mouth. Also cover your mouth and nose when sneezing or coughing. Throw away used tissues immediately.",2018-07-10T13:50:20.261Z
Asthma is a common lung condition causing difficulties in breathing. Here are 7 things you might not know about asthma.,7 THINGS YOU DIDN'T KNOW ABOUT ASTHMA,information2,putiancuarterocam19@gmail.com,"Asthma is a common lung condition causing difficulties in breathing. Here are 7 things you might not know about asthma:

	1)	There is no cure for asthma, but there are treatments to keep the condition under control.
	2)	Allergies, smoke, infections (colds, flu), medicine, the weather, and even exercise can trigger one’s asthma.
	3)	It is usually treated with an inhaler. An inhaler is a small device that allows you to breathe in medicines.
	4)	Asthma is a life-long condition for many people. Children with asthma sometimes lose the symptoms in their teenage years but can come back later in life.
	5)	Its exact cause is unknown. There is not enough evidence to determine the cause of the said condition.
	6)	One of the best ways to control a person’s asthma is identifying his/her triggers. By doing so, he/she can lessen its symptoms if the triggers are avoided.
	7)	An asthma attack can be life-threatening as it can cause other complications. It is important to bring your inhaler or medicine with you at all times.",2018-07-10T13:52:39.724Z
A quick summary of everything about mumps.,WHAT ARE MUMPS?,information2,putiancuarterocam19@gmail.com,"Mumps is a viral infection common in children, causing painful swellings of the parotid glands found in the side of the face under the ears. The swelling can cause pain and difficulty in eating.

A person with mumps may develop fever and headaches before the swelling of the glands.

Mumps is spread through saliva inhaled or picked from surfaces and transferred into the mouth or nose.

It is important to prevent the infection spreading. This can be done through regularly washing your hands, throwing used tissues immediately, and avoiding school or work at least five days after the symptoms show.

There is no cure for mumps, but the infection often disappears in one or two weeks.
",2018-07-10T13:53:54.012Z
Sexually transmitted infections (STIs) are infections that are passed on from person to person through sexual contact. Here are some of the most common types of STIs.,THE MOST COMMON TYPES OF STIs,information2,putiancuarterocam19@gmail.com,"Sexually transmitted infections (STIs) are infections that are passed on from person to person through sexual contact. Here are some of the most common types of STIs:

Chlamydia
Chlamydia is a bacterial infection spread through sex or contact with infected genital fluids such as semen or vaginal fluid. The infection can be treated easily with antibiotics, but may cause serious health problems if left untreated such as pelvic inflammatory disease (PID), inflammation of the testicles, and infertility.

Gonorrhoea
Gonorrhoea is a sexually transmitted infection caused by the Neisseria gonorrhoeae or gonococcus bacteria. The bacteria are mainly found in the discharge from the penis and the vaginal fluid. It can infect the cervix, urethra, and rectum. This condition can be treated with antibiotic injections and tablets. A pregnant woman with gonorrhoea should be treated as it can cause permanent blindness to the newborn baby.

Genital warts
It is where painless lumps caused by the human papilloma virus (HPV) grow around the vagina, penis, or anus. Genital warts cause pain or discomfort. It can be treated using cream, surgery, or freezing depending on the diagnosis of the doctor.
 
Genital herpes
Genital herpes are small blisters that become open sores around the genitals, anus, thighs, or buttocks. These blisters can cause itching or a burning sensation around the genitals and pain when peeing. There is no cure for this condition, but symptoms can be treated with antiviral medicine and cream to ease the pain. 

Syphilis
Syphilis is a bacterial infection that can cause sores or ulcers that appear on the genitals or the mouth. This infection can spread from a pregnant mother to its unborn baby. If syphilis is left untreated, the infection can spread to the brain or other parts of the body and cause serious, long-term problems. Syphilis is usually treated with antibiotics prescribed by the doctor.


If you experience symptoms of any of the mentioned STIs, it is important to visit your doctor immediately.",2018-07-10T14:06:55.602Z
Your quick guide to everything about measles.,WHAT ARE MEASLES?,information2,putiancuarterocam19@gmail.com,"WHAT ARE MEASLES?
Measles is an infectious viral disease that causes rashes and fever. It’s most common in children and the infection usually disappears within seven to ten days.


WHAT ARE ITS SYMPTOMS?
The initial symptoms of measles include:
	•	A runny nose
	•	Frequent sneezing
	•	Swollen eyelids
	•	Sore eyes
	•	Fever
	•	Greyish-white spots in the mouth
	•	Coughing
	•	Loss of appetite
	•	Tiredness


THE RASH
The measles rash is made up of red-brown spots and usually appears two to four days after the initial symptoms. It appears first on the head or neck and can be slightly itchy for some. 

If you suspect your child has measles, consult the doctor immediately to avoid serious complications. Such complications include:
	•	Diarrhea and vomiting
	•	Ear and eye infections
	•	Infection in the lungs and airways
	•	Fits caused by fever
	•	Liver infections
	•	Misalignment of eyes
	•	Meningitis or encephalitis


HOW CAN I PREVENT GETTING MEASLES?
MMR vaccine
To prevent getting measles, have your children vaccinated with the MMR (measles, mumps, and rubella) vaccine. Its first dose can be given to children as early as one year old, while the second dose is usually given in between ages three to five.

Human normal immunoglobulin (HNIG)
In cases where your child cannot be vaccinated with MMR, you can opt for HNIG. This is a special concentration of antibodies that will allow short-term but immediate protection against measles. It is usually given to those with exposure to measles.
",2018-07-10T14:09:17.094Z
Your quick guide to treating rabies.,HOW DO I TREAT RABIES?,information2,putiancuarterocam19@gmail.com,"Rabies is a serious infection affecting the brain and nerves. The infection is usually caught from the bite or scratch of an infected animal. If it is not treated immediately, the infection can be very fatal. 

TREATING RABIES

Get vaccinated
Rabies vaccination are recommended especially when you are travelling or if there are cases of rabies within your area. The vaccine has three doses and is injected into your upper arm. Booster doses are also given if you are at risk of rabies.

Avoid getting bitten or scratched by animals.
Dogs, cats, and cattle are the most common mammals that can spread rabies. In some cases, a person can acquire the infection if the animal was able to lick an open wound or their saliva gets into a person’s eyes or mouth.

If you have been bitten or scratched, immediately clean the wound with soap and water. Go to the nearest health center or hospital for treatment.

Its early symptoms include fever and headaches.  Other symptoms appear later such as:
	•	Aggressive behavior
	•	Hallucinations
	•	Paralysis
	•	Producing lots of saliva at the mouth
	•	Eating and breathing difficulties


If you know someone who experiences these symptoms, immediately inform your doctor.
",2018-07-10T14:13:21.206Z
Your quick guide to everything about dysentery.,WHAT IS DYSENTERY?,information2,putiancuarterocam19@gmail.com,"Dysentery is an infection of the intestines causing diarrhea containing blood or mucus.

People may experience stomach cramps, vomiting, and fever if they are infected with dysentery.

There are two main types of dysentery:
	•	shigellosis (caused by shigella bacteria)
	•	amoebiasis (caused by an amoeba).

Dysentery can be passed on if the feces of an infected person gets into another person’s mouth.

It is highly infectious if not taken with the right precautions. One of these precautions include proper washing of hands. 

Dysentery usually disappears within a week, but you should check with the doctor if the symptoms become worse.",2018-07-10T14:16:17.100Z
test summary,test title,information2,test@gmail.com,test body,2018-07-12T10:14:26.965Z
test,test,information2,test@gmail.com,test,2018-07-12T10:18:54.910Z
Ang health grant kag education grant amo ang duwa kasahi sang 4Ps cash grants nga gina hatag sa mga benepisyaryo sini kag para makabaton sing benepisyo dapat sunod ang mga kondisyon sang amo nga programa. ,4Ps Cash Grants_Hiligaynon Translation,information2,putiancuarterocam19@gmail.com,"Ang Duwa kasahi sang Cash Grants nga ginahatag sa mga benepisyaryo:

•	Health grant: Kinyentos pesos (P500) ang magabatunon sang tagsa ka pamilya nga benepisyaryo, nga may yara sang kabilugan nga  sais mil pesos (P6,000) sa kada tuig
•	Education grant: Tresinyentos pesos (P300) sa tagsa ka kabataan sa sulod sa napulo nga bulan, nga may yara sang kabilugan nga tres mil pesos (P3,000) sa kada tuig  (ang tagsa ka pamilya pwede makaparehistro tubtob sa tatlo lang ka mga kabataan)

Ang cash grants ginapanagtag sa tagsa  ka-benepisyaryo pamaagi sa Land bank of the Philippines ukon paagi sa G-cash remittance kag rural bank transaction.

Mga Kasuguan/Kondisyon nga dapat Pagasundon
Para makabaton sing benepisyo dapat sundon ang mga masunod:
1.	Ang mga nagabusong dapat magpa pre-natal kag post-natal check-up; amo man ang pagtambong sa mga seminar nga may kaangtanan sa pagbusong;
2.	Ang mga ginikinan gina obligar nga magtambong sa family development sessions, kag mga topiko nga nakalakip pareho sang responsible parenting, health, kag nutrition;
3.	Ang mga kabataan nga naga edad 0-5 anyos mahimo nga makabaton sang regular nga preventive check-ups kag bakuna; 
4.	Ang mga kabataan nga naga edad 6-14 anyos mahimo nga makabaton sing bulong sa purga duwa ka-beses sa isa katuig; kag
5.	Ang mga kabataan nga benepisyaryo nga naga edad 3-18 anyos dapat makapa-enrol sa eskwelahan kag mentinahon ang pagtambong sa eskwelahan nga may 85% sing inadlaw sang klase kada bulan.

Ano kalawig ang pagbaton sang mga benepisyaryo sa ila nga mga benepisyo?
	Ang pamilya magapadayon sa pagbaton sing benepisyo tubtob ang kamanghuran nga bata makagradwar sa hayskul ukon mangin 19 anyos bag-o mag umpisa ang klase. 
Ang gusto makita sang DSWD sa Pantawid Pamilya nga benepisyaryo amo ang amat-amat nga paghalin sa kapigaduhon. Ang Pantawid Pamilya nakaangot sa iban pa nga programa sing gobyerno pareho sang Philhealth (para sa health insurance), INUFAST (para sa edukasyong pangkolehiyo), kag Sustainable Livelihood Program (para sa trabaho kag palangitan-an) para masigurado nga sila ginabuligan samtang nga yara pa sila sa Pantawid Pamliya kag may yara sila sing katigayunan sa iban pa nga serbisyo kung wala na sila sa programa.

",2018-11-07T03:06:29.995Z
"Health grant and education grant are the two types of cash grants that are given to household beneficiaries. Also, in order to receive the subsidies, beneficiaries must be met the conditions and compliance of the program. ",4Ps Cash Grants,information2,putiancuarterocam19@gmail.com,"The 4Ps has two types of cash grants that are given out to household-beneficiaries:
•	health grant: P500 per household every month, or a total of P6,000 every year
•	education grant: P300 per child every month for ten months, or a total of P3,000 every year (a household may register a maximum of three children for the program)

These cash grants are distributed to the household-beneficiaries through the Land Bank of the Philippines or, if not feasible, through alternate payment schemes such as Globe G-Cash remittance and rural bank transactions.

Conditions and Compliance
In order to receive the above-mentioned subsidies, all the succeeding conditions must be met by the household-beneficiaries:
1.	Pregnant women must avail pre- and post-natal care, and be attended during childbirth by a trained professional;
2.	Parents or guardians must attend the family development sessions, which include topics on responsible parenting, health, and nutrition;
3.	Children aged 0-5 must receive regular preventive health check-ups and vaccines;
4.	Children aged 6-14 must receive deworming pills twice a year; and
5.	Children-beneficiaries aged 3-18 must enroll in school, and maintain an attendance of at least 85% of class days every month.

How long will beneficiaries receive program benefits?
A household may continue to receive program benefits until the youngest of their children monitored for education graduates from high school or turns 19 years old before the start of the school year.
DSWD wants to see Pantawid Pamilya households eventually exit not only from the program but from poverty. The Pantawid Pamilya is linked up with other government programs like PhilHealth (for health insurance), UNIFAST (for college education), and Sustainable Livelihood Program (for employment and livelihood) to ensure that they are being helped while they are still in Pantawid Pamilya and that they have access to major social services when they have already exited the program.
",2018-11-07T03:18:43.782Z
Ang kalipikado nga mga senior citizens nga naga edad halin 60 anyos pataas nga wala nagabaton sing SSS kag GSIS pensyon kag dapat nga dal-on sang mga aplikante ang ila senior citizen ID kag certificate of indigency nga pwede makakuha sa ila nga barangay. Kag ipasa ini sa DSWD.,DSWD Social Pension Program_Hiligaynon Translation,information2,putiancuarterocam19@gmail.com,"Gin sulit ni Department of Social Welfare and Development (DSWD) officer-in-charge Emmanuel C. Leyco nga ang indigent older persons lamang ang magasulod sa Social Pension Program nga yara sa Expanded Senior Citizens Act of 2010 or Republic Act 9994.

Paano mangin isa ka social pensionner?
	Ang DSWD nagabaton sa mga aplikante para sa Social Pension Program
	Ang kalipikado nga mga senior citizens naga edad halin 60 anyos pataas nga wala nagabaton sing SSS kag GSIS pensyon.
	Dapat nga dal-on sang mga aplikante ang ila senior citizen identification card kag certificate of indigency nga pwede makakuha sa ila nga barangay kung sa diin sila naga-istar.

Ang social workers of the local government units (LGUs) ang magadumala sa pagsigurado nga kalipikado ang indigent senior citizens nga yara sa lista sang Senior Citizens Affairs Office (OSCA). Ang balido nga lista gilayon nga igahatag  sa DSWD para sa katapusan nga pagtamod.
 
Subong man, suno sa kasuguan ang seniors nga kalipikado magabaton sing kinyentos pesos (P500) kada bulan nga pensyon sa idalom sang Social Pension Program  sa amo nga programa kung sa diin ang mga tigulang isa na ka maluyahon, masakiton ukon may kasablagan sa lawas nga wala sang permanente nga palangitan-an nga makasakdag sa ila nga adlaw-adlaw nga kinahanglanon. 
",2018-11-07T03:40:39.779Z
Here are the steps to become a social pensioner.,DSWD Social Pension Program,information2,putiancuarterocam19@gmail.com,"Department of Social Welfare and Development (DSWD) Officer-in-Charge Emmanuel C. Leyco reiterated that only indigent older persons are covered by the Social Pension Program provided for by the Expanded Senior Citizens Act of 2010 or Republic Act 9994.

How to apply for a social pension?
	The DSWD is accepting applicants for its Social Pension Program
	Qualified applicants are senior citizens 60 years old and above without SSS and GSIS pensions
	Applicants must bring their senior citizen identification card and certificate of indigency that can be secured from the barangay where applicants live

Social workers of the local government units (LGUs) are tasked to conduct a validation/assessment to determine the qualified indigent senior citizens from the list submitted by the Senior Citizens Affairs Office (OSCA).  The validated list will then be submitted to the DSWD for final assessment.

Also, the law specifies that seniors qualified to receive the P500 monthly pension under the Social Pension Program of the Department are those who are frail, sickly or with disability and without a permanent source of income or source of financial assistance/compensation to support their basic need.
",2018-11-08T03:17:17.785Z
Paano mangin isa ka benepisyaryo sang 4Ps?,Pantawid Pamilyang Pilipino Program_Hiligaynon Translation,information2,putiancuarterocam19@gmail.com,"Isa ka human development program sang national government nga naga panikasog para sa ikaayong lawas kag edukasyon para sa mga imol nga pamilya, particular sa mga kabataan nga anag edad 0 tubtob 18 anyos. Ang ini nga programa gin sunod sa iban nga mauswagon nga pungsod. Ang Pantawid Pamilya magahatag sing cash grants para sa mga benepisyaryo nga nagtuman sa mga kasuguan sang programa. 
	Sa Pilipinas, ang Pantawid Pamilya nagaalagad bilang isa ka pamaagi para matapna ang  kapigaduhon sa pamilya nga Pilipino. 


Mga Katuyuan

o	Social assistance: magahatag sing bulig pinansyal para sa mga pigado para mabuhinan gilayon ang ila nga mga kinahanglanon
o	 Social development: para matapna ang siklo sing kapigaduhon paagi sa paggamit sang human capital.  

Ang mga benepisyaryo gin pili paagi sa National Household Targeting System for Poverty Reduction ukon NHTS-PR, nga nagakilala kung sin-o kag diin ang mga may pigado sa pungsod. 
Sa kabilugan, yari ang mga talaksan  para mangin isa ka-kalipikado sa programa:
•	Mga residente nga pigado kag gin kilala sa 2003 Small Area Estimates (SAE) of National Statistical Coordination Board (NSCB)
•	Mga pamilya nga yara sa kapigaduhon
•	Mga panimalay nga may yara kabataan nga naga edad 0 tubtob 18 anyos ukon may yara nga nagabusong sa tion nga gin eksamin
•	Mga pamilya nga naghando nga pagasundon ang kondisyon sing programa



Ano ang mga kasuguan ukon kondisyon sang programa?

Para sa edukasyon:
•	Mga kabataan naga edad 3 tubtob 18 anyos dapat maga-eskwela kag mentihanon ang pagtambong sa skwelahan hindi manubo sa 85% kada bulan  
Para sa ikaayong lawas:
•	Mga kabataan naga edad 0 tubtob 5 kaanyos mahimo nga makabaton sang regular nga preventive check-ups kag bakuna; Ang mga nagabusong dapat magpa pre-natal kag post-natal check-up; amo man ang pagtambong sa mga seminar nga may kaangtanan sa pagbusong; kag
•	Ang mga kabataan nga naga edad 6-14 anyos mahimo nga makabaton sing bulong sa purga duwa ka-beses sa isa katuig.

Para sa Family Development Session:
•	Ang mga ginikinan gina obligar nga magtambng sa family development sessions, kag mga topiko nga nakalakip pareho sang responsible parenting, health, kag nutrition kaisa sa isa kabulan.
",2018-11-08T03:23:23.632Z
How to become a 4Ps beneficiary?,Pantawid Pamilyang Pilipino Program,information2,putiancuarterocam19@gmail.com,"is a human development program of the national government that invests in the health and education of poor households, particularly of children aged 0-18 years old. Patterned after the conditional cash transfer scheme implemented in other developing countries. The Pantawid Pamilya provides cash grants to beneficiaries provided that they comply with the set of conditions required by the program. 

	In the Philippines, the Pantawid Pamilya serves as the vehicle for combating the poverty cycle in Filipino households. Implemented by the Department of Social Welfare and Development (DSWD), it is one of the key poverty alleviation programs of the national government that seeks to contribute in breaking the intergenerational transmission of poverty in the country.

Objectives

o	Social assistance: to provide cash assistance to the poor to alleviate their immediate need 
o	Social development: to break the intergenerational poverty cycle through investments in human capital.
Beneficiaries are selected through the National Household Targeting System for Poverty Reduction (NHTS-PR), which identifies who and where the poor are in the country.
In general, the following criteria must be satisfied to become eligible for the program:
•	Residents of the poorest municipalities, based on 2003 Small Area Estimates (SAE) of the National Statistical Coordination Board (NSCB)
•	Households whose economic condition is equal to or below the provincial poverty threshold
•	Households that have children 0-18 years old and/or have a pregnant woman at the time of assessment
•	Households that agree to meet conditions specified in the program


What are program conditionalities?

For Education:
•	School-aged (3-18 years old) shall attend school appropriate to them and must register a monthly attendance of at least 85%
For Health:
•	Children 0-5 years old shall get regular preventive health check-ups and vaccines;
•	Pregnant women shall get pre-natal care, childbirth is attended by skilled/health professional and mother shall get post-natal care in accordance with standard DOH protocol; and
•	Children 6-14 years old must receive deworming pills twice a year.

For Family Development Session:
•	Parent/guardians shall attend responsible parenting sessions, mothers’ classes on health and nutrition, parent effectiveness services and other topics fit for their needs and interest at least once a month.
",2018-11-08T03:25:20.029Z
What are the packages and covered of 4Ps?,4Ps Program Packages,information2,putiancuarterocam19@gmail.com,"Subject to compliance with the conditionalities, a household is entitled to receive the following grants:
	Health Grant
•	Every household beneficiary receives Php 500.00 per month as health grant.
•	Attendance to the monthly Family Development Sessions (FDS) is also tied with the conditionality for health.

Education Grant

•	Every monitored child in elementary receives Php 300.00 as education grant.
•	Every monitored child in high school receives Php 500.00 per month (for 10 months) as an education grant.
•	Maximum of 3 children per household is covered by the program.

Rice Subsidy
•	The total rice subsidy amount for each family is P600.00 a month or P7,200.00 per year, given to registered, active, and compliant Pantawid Pamilya household beneficiaries.
UCT Subsidy 
•	The national government’s Unconditional Cash Transfer (UCT) program is the tax subsidy provided under the TRAIN law to help the poor cushion the adverse economic effect of the policy. The top-up cash subsidies amount to P200 a month for 2018 and P300 a month for 2019 and 2020.
",2018-11-08T03:30:17.619Z
Anu-ano ang mga nagahamtang sa programa sang 4Ps?,Napahamtang sa Programa sang 4Ps_Hiligaynon Translation,information2,putiancuarterocam19@gmail.com,"Natuhoy lamang kung nasunod ang mga kasuguan ukon kondisyon, ang pamilya ginatugutan nga magabaton sang mga masunod:  
	Health Grant
•	Ang tagsa ka benepisyaryo magabaton sing kinyentos pesos (Php 500.00) kada bula bilang isa ka-health grant.
•	Ang pagtambong sa kada bulan nga Family Development Sessions (FDS) nalakip man sa kasuguan para sa ikaayong lawas.

Education Grant

•	Ang tagsa ka kabataan nga yara sa elementarya magabaton sing tresiyentos pesos (Php 300.00) para sa edukasyon. 
•	Ang tagsa ka kabataan nga yara sa hayskul magabaton sing kinyentos pesos (Php 500.00)kada bulan sa sulod sang napulo nga bulan bilang education grant. 
•	Nagadalagan lamang sa tatlo ka kabataan ang pwede marehistro sa programa.
Rice Subsidy
•	Ang bulig sa pagkaon nagabalor saisyentos pesos (Php 600.00) sa tagsa ka pamilya sa isa kabulan ukon nagabalor siete mil dosyentos pesos (Php 7, 200) kada tuig, para sa rehistrado nga benepisyaryo sang Pantawid Pamilya. 
UCT Subsidy 
•	Ang Unconditional Cash Transfer (UCT) nga programa isa ka tax subsidy nga nalakip sa idalom sang Train Law para makabulig sa mga pigado nga na apektuhan sang polisiha . Ang kantidad nga magabatunon nagabalor dosyentos pesos (Php 200) sa tuig 2018 kag tresyentos pesos (Php 300) sa tuig 2019 kag 2020. 
",2018-11-08T03:32:41.746Z
Paano magkuha sing Calamity Assistance Program?,Philippine Charity Sweepstakes Office Calamity Assistance Program_Hiligaynon Translation,information2,putiancuarterocam19@gmail.com,"Calamity Assistance Program
Ang programa nagalaom nga mabuligan ang mga pamilya nga naapektuhan sang ano man nga sahi sang kalamidad paagi sa relief goods nga magahalin sa pundo sang ahensiya. 
Mga Tinutuyo 
•	Magahatag sing bulig pinansyal sa local government units kag organisasyon pamaagi sa pagbulig sa mga komunidad kag institusyon nga makadirekta nga makabenipisyo ang mga naapektuhan nga mga pamilya.
Ginatumod nga mga Benepisyaryo 
Tanan nga mga lokal sang pungsod nga maapektuhan sang ano man nga sahi sang kalamidad.
DOCUMENTARY REQUIREMENTS
I.	Para sa mga biktima sang man-made disaster/calamity
1.	Individual Letter Request
2.	Barangay Certification
3.	DSWD Certification
4.	DSWD Master list of affected Families
5.	Photo Copy of valid ID
II.	Para sa mga biktima sang natural disaster/calamity
1.	Individual Letter Request
2.	Barangay Certification
3.	DSWD Certification
4.	DSWD Master list of affected Families
5.	Photo Copy of valid ID
6.	Report from the Regional Disaster Risk Reduction and Management Council
III.	Para sa Local Government Units and Organizations
1.	Letter request
2.	Profile of the municipality/agency
3.	Report from the National/Regional Risk Reduction and Management Council
4.	Specific needs to be addressed with budgetary requirements
",2018-11-08T03:39:09.954Z
How to apply for Calamity Assistance?,Philippine Charity Sweepstakes Office Calamity Assistance Program,information2,putiancuarterocam19@gmail.com,"The program aims to assist families affected by natural and man-made calamities through the provision of funds and/or socks of rice and kits as determined by the agency.
In view of the mobilization of various agencies to take active roles in disaster management and to rationalize the utilization and distribution of agency resources, the program is currently being reviewed with regard to the specific role to be assumed by the agency in disaster management.
OBJECTIVE
•	To provide financial assistance to local government units and organizations through the conduct of relief and response efforts and/or the actual donation of goods and equipment to communities and institutions to directly benefit affected families.
TARGET BENEFICIARIES
•	All localities of the country that may be affected by various types of calamities/disasters
DOCUMENTARY REQUIREMENTS
I.	For victims of man-made disaster/calamity
1.	Individual Letter Request
2.	Barangay Certification
3.	DSWD Certification
4.	DSWD Master list of affected Families
5.	Photo Copy of valid ID
II.	For victims of natural disaster/calamity
1.	Individual Letter Request
2.	Barangay Certification
3.	DSWD Certification
4.	DSWD Master list of affected Families
5.	Photo Copy of valid ID
6.	Report from the Regional Disaster Risk Reduction and Management Council
III.	For Local Government Units and Organizations
1.	Letter request
2.	Profile of the municipality/agency
3.	Report from the National/Regional Risk Reduction and Management Council
4.	Specific needs to be addressed with budgetary requirements
",2018-11-08T03:41:26.250Z
What is the Enrolment System for Chemotherapy and Dialysis?,Philippine Charity Sweepstakes Office Enrolment System for Chemotherapy and Dialysis,information2,putiancuarterocam19@gmail.com,"The Enrolment System for Chemotherapy and Dialysis employs one-time interview scheme for the evaluation of the patient's request and the release of the approved assistance in tranches.
For Chemotherapy: the program covers 50-60% of the total treatment cycle.
For Dialysis: the program covers 50-60% of the total treatment cycle.
•	For PhilHealth Members:
o	Hemodialysis:
	6 tranches for Epoietin syringe at Php11, 900.00 per tranche.
	Additional 14 sessions for the HD procedure at Php31, 500.00.
o	Hemodialysis:
	6 tranches for Epoietin syringe at Php5, 600.00 per tranche.
	One time assistance for the PD Solution worth Php 31,200.00
•	For Non-PhilHealth Members:
o	Hemodialysis: Php 20,000.00 for six tranches (Php120,000.00)
o	Peritoneal: Php 35,000.00 for six trances (Php210,000.00)
",2018-11-08T03:43:21.824Z
Ano ang Enrolment System para Chemotherapy kag Dialysis?,Philippine Charity Sweepstakes Office  Enrolment System para Chemotherapy kag Dialysis_Hiligaynon Translation,information2,putiancuarterocam19@gmail.com,"Ang Enrolment System para sa Chemotherapy kag Dialysis pamaagi sa  one-time interview scheme para sa ebalwasyon nga ginapangabay sang pasyente kag para makuha ang aprobado nga bulig.
Para sa  Chemotherapy:  ang programa magahatag sing 50-60% sa kabilugan nga siklo sang pagpabulong. 
Para sa Dialysis: ang programa magahatag sing 50-60% sa kabilugan nga siklo sang pagpabulong.
•	Para sa mga Miyembro sang  PhilHealth:
o	Hemodialysis:
	6 tranches for Epoietin syringe at Php11, 900.00 per tranche.
	Additional 14 sessions for the HD procedure at Php31, 500.00.
o	Hemodialysis:
	6 tranches for Epoietin syringe at Php5, 600.00 per tranche.
	One time assistance for the PD Solution worth Php 31,200.00
•	Para sa Non-PhilHealth Members:
o	Hemodialysis: Php 20,000.00 for six tranches (Php120,000.00)
o	Peritoneal: Php 35,000.00 for six trances (Php210,000.00)
",2018-11-08T03:44:51.569Z
